BI-9564;BRD7;www.thesgc.org/chemical-probes/BI-9564;www.chemicalprobes.org/BI-9564;;Protein targets: BRD9, BRD7
LP99;BRD9;www.thesgc.org/chemical-probes/LP99;;;Protein targets: BRD9, BRD7
LP99;BRD7;www.thesgc.org/chemical-probes/LP99;;;Protein targets: BRD9, BRD7
TP-472;BRD9;www.thesgc.org/chemical-probes/TP-472;;;Protein targets: BRD9, BRD7
TP-472;BRD7;www.thesgc.org/chemical-probes/TP-472;;;Protein targets: BRD9, BRD7
GSK6853;BRPF1;www.thesgc.org/chemical-probes/GSK6853;;;none
NI-57;BRPF1;www.thesgc.org/chemical-probes/NI-57;;;Protein targets: BRPF1, BRD1 (=BRPF2), BRPF3
NI-57;BRD1;www.thesgc.org/chemical-probes/NI-57;;;Protein targets: BRPF1, BRD1 (=BRPF2), BRPF3
NI-57;BRPF3;www.thesgc.org/chemical-probes/NI-57;;;Protein targets: BRPF1, BRD1 (=BRPF2), BRPF3
OF-1;BRPF1;www.thesgc.org/chemical-probes/OF-1;;;Protein targets: BRPF1, BRD1 (=BRPF2), BRPF3
OF-1;BRD1;www.thesgc.org/chemical-probes/OF-1;;;Protein targets: BRPF1, BRD1 (=BRPF2), BRPF3
OF-1;BRPF3;www.thesgc.org/chemical-probes/OF-1;;;Protein targets: BRPF1, BRD1 (=BRPF2), BRPF3
PFI-4;BRPF1;www.thesgc.org/chemical-probes/PFI-4;;;BRPF1 has two isoforms BRPF1A & BRPF1B, only BRPF1B is bound
NVS-CECR2-1;CECR2;www.thesgc.org/chemical-probes/NVS-CECR2-1;;;none
I-CBP112;CREBBP;www.thesgc.org/chemical-probes/I-CBP112;www.chemicalprobes.org/I-CBP112;;Protein targets: CREBBP, EP300
I-CBP112;EP300;www.thesgc.org/chemical-probes/I-CBP112;www.chemicalprobes.org/I-CBP112;;Protein targets: CREBBP, EP300
SGC-CBP30;CREBBP;www.thesgc.org/chemical-probes/SGC-CBP30;www.chemicalprobes.org/SGC-CBP30;;Protein targets: CREBBP, EP300
SGC-CBP30;EP300;www.thesgc.org/chemical-probes/SGC-CBP30;www.chemicalprobes.org/SGC-CBP30;;Protein targets: CREBBP, EP300
SGC0946;DOT1L;www.thesgc.org/chemical-probes/SGC0946;www.chemicalprobes.org/SGC0946;;none
A-395;EED;www.thesgc.org/chemical-probes/A-395;www.chemicalprobes.org/395;;none
GSK343;EZH2;www.thesgc.org/chemical-probes/GSK343;www.chemicalprobes.org/GSK343;;none
UNC1999;EZH1;www.thesgc.org/chemical-probes/UNC1999;www.chemicalprobes.org/UNC1999;;Protein targets: EZH1, EZH2
UNC1999;EZH2;www.thesgc.org/chemical-probes/UNC1999;www.chemicalprobes.org/UNC1999;;Protein targets: EZH1, EZH2
A-366;EHMT2;www.thesgc.org/chemical-probes/A-366;www.chemicalprobes.org/A-366;;Protein targets: EHMT2, EHMT1
A-366;EHMT1;www.thesgc.org/chemical-probes/A-366;www.chemicalprobes.org/A-366;;Protein targets: EHMT2, EHMT1
UNC0638;EHMT2;www.thesgc.org/chemical-probes/UNC0638;;;Protein targets: EHMT2, EHMT1
UNC0638;EHMT1;www.thesgc.org/chemical-probes/UNC0638;;;Protein targets: EHMT2, EHMT1
UNC0642;EHMT2;www.thesgc.org/chemical-probes/UNC0642;www.chemicalprobes.org/UNC0642;;Protein targets: EHMT2, EHMT1
UNC0642;EHMT1;www.thesgc.org/chemical-probes/UNC0642;www.chemicalprobes.org/UNC0642;;Protein targets: EHMT2, EHMT1
BAY-876;SLC2A1;www.thesgc.org/chemical-probes/BAY-876;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-876;none
FM-381;JAK3;www.thesgc.org/chemical-probes/FM-381;www.chemicalprobes.org/FM-381;;none
GSK-J1;KDM6B;www.thesgc.org/chemical-probes/GSK-J1;;;Protein targets: KDM6B, KDM6A, KDM5B
GSK-J1;KDM6A;www.thesgc.org/chemical-probes/GSK-J1;;;Protein targets: KDM6B, KDM6A, KDM5B
GSK-J1;KDM5B;www.thesgc.org/chemical-probes/GSK-J1;;;Protein targets: KDM6B, KDM6A, KDM5B
UNC1215;L3MBTL3;www.thesgc.org/chemical-probes/UNC1215;www.chemicalprobes.org/UNC1215;;none
TH-257;LIMK1;www.thesgc.org/chemical-probes/TH-257;;;Protein targets: LIMK1, LIMK2
TH-257;LIMK2;www.thesgc.org/chemical-probes/TH-257;;;Protein targets: LIMK1, LIMK2
GSK-LSD1;KDM1A;www.thesgc.org/chemical-probes/GSK-LSD1;;;none
T-26c;MMP13;www.thesgc.org/chemical-probes/T-26c;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/T-26c;none
GSK864;IDH1;www.thesgc.org/chemical-probes/GSK864;www.chemicalprobes.org/GSK864;;Target: IDH1 mutants R132C/R132H/R132G
BAY-678;ELANE;www.thesgc.org/chemical-probes/BAY-678;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-678;none
A-485;CREBBP;www.thesgc.org/chemical-probes/A-485;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/A-485;Protein targets: CREBBP, EP300
A-485;EP300;www.thesgc.org/chemical-probes/A-485;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/A-485;Protein targets: CREBBP, EP300
GSK484;PADI4;www.thesgc.org/chemical-probes/GSK484;www.chemicalprobes.org/GSK484;;none
NVS-PAK1-1;PAK1;www.thesgc.org/chemical-probes/NVS-PAK1-1;www.chemicalprobes.org/NVS-PAK1-1;;none
IOX1;pan-2-OG;www.thesgc.org/chemical-probes/IOX1;;;Tool compound
Bromosporine;pan-Bromodomain;www.thesgc.org/chemical-probes/Bromosporine;;;Tool compound
GSK4027;KAT2B;www.thesgc.org/chemical-probes/GSK4027;www.chemicalprobes.org/GSK4027;;Protein targets: KAT2A, KAT2B
GSK4027;KAT2A;www.thesgc.org/chemical-probes/GSK4027;www.chemicalprobes.org/GSK4027;;Protein targets: KAT2A, KAT2B
L-Moses;KAT2B;www.thesgc.org/chemical-probes/L-Moses;;;Protein targets: KAT2A, KAT2B
L-Moses;KAT2A;www.thesgc.org/chemical-probes/L-Moses;;;Protein targets: KAT2A, KAT2B
IOX2;EGLN1;www.thesgc.org/chemical-probes/IOX2;;;none
SGC707;PRMT3;www.thesgc.org/chemical-probes/SGC707;www.chemicalprobes.org/SGC707;;none
SKI-73;CARM1;www.thesgc.org/chemical-probes/SKI-73;;;none
TP-064;CARM1;www.thesgc.org/chemical-probes/TP-064;;;none
MS049;CARM1;www.thesgc.org/chemical-probes/MS049;;;Protein targets: CARM1, PRMT6
MS049;PRMT6;www.thesgc.org/chemical-probes/MS049;;;Protein targets: CARM1, PRMT6
GSK591;PRMT5;www.thesgc.org/chemical-probes/GSK591;www.chemicalprobes.org/GSK591;;none
LLY-283;PRMT5;www.thesgc.org/chemical-probes/LLY-283;;;none
PFI-2;SETD7;www.thesgc.org/chemical-probes/PFI-2;;;none
BI01383298;SLC13A5;www.thesgc.org/chemical-probes/BI01383298;;;none
PFI-3;SMARCA2;www.thesgc.org/chemical-probes/PFI-3;;;Protein targets: SMARCA2, SMARCA4, PBRM1
PFI-3;SMARCA4;www.thesgc.org/chemical-probes/PFI-3;;;Protein targets: SMARCA2, SMARCA4, PBRM1
PFI-3;PBRM1;www.thesgc.org/chemical-probes/PFI-3;;;Protein targets: SMARCA2, SMARCA4, PBRM1
BAY-598;SMYD2;www.thesgc.org/chemical-probes/BAY-598;www.chemicalprobes.org/BAY-598;;none
LLY-507;SMYD2;www.thesgc.org/chemical-probes/LLY-507;;;none
PFI-5;SMYD2;www.thesgc.org/chemical-probes/PFI-5;;;none
BAY-6035;SMYD3;www.thesgc.org/chemical-probes/BAY-6035;;;none
A-196;KMT5B;www.thesgc.org/chemical-probes/A-196;www.chemicalprobes.org/A-196;;Protein targets: KMT5B, KMT5C
A-196;KMT5C;www.thesgc.org/chemical-probes/A-196;www.chemicalprobes.org/A-196;;Protein targets: KMT5B, KMT5C
MS023;PRMT1;www.thesgc.org/chemical-probes/MS023;www.chemicalprobes.org/MS023;;Protein targets are Type I PRMTs: PRMT1, PRMT3, CARM1 (=PRMT4), PRMT6, PRMT8
MS023;PRMT3;www.thesgc.org/chemical-probes/MS023;www.chemicalprobes.org/MS023;;Protein targets are Type I PRMTs: PRMT1, PRMT3, CARM1 (=PRMT4), PRMT6, PRMT8
MS023;CARM1;www.thesgc.org/chemical-probes/MS023;www.chemicalprobes.org/MS023;;Protein targets are Type I PRMTs: PRMT1, PRMT3, CARM1 (=PRMT4), PRMT6, PRMT8
MS023;PRMT6;www.thesgc.org/chemical-probes/MS023;www.chemicalprobes.org/MS023;;Protein targets are Type I PRMTs: PRMT1, PRMT3, CARM1 (=PRMT4), PRMT6, PRMT8
MS023;PRMT8;www.thesgc.org/chemical-probes/MS023;www.chemicalprobes.org/MS023;;Protein targets are Type I PRMTs: PRMT1, PRMT3, CARM1 (=PRMT4), PRMT6, PRMT8
OICR-9429;WDR5;www.thesgc.org/chemical-probes/OICR-9429;www.chemicalprobes.org/OICR-9429;;none
MRK-740;PRDM9;www.thesgc.org/chemical-probes/MRK-740;;;none
BI-9321;NSD3;www.thesgc.org/node/633667;;;Binds to PWWP1 domain of NSD3, but not NSD2-PWWP1 and NSD3-PWWP2
VinSpinIn;Spin1;www.thesgc.org/chemical-probes/VinSpinIn;;;none
TP-238;CECR2;www.thesgc.org/chemical-probes/TP-238;;;Protein targets: CECR2, BPTF
TP-238;BPTF;www.thesgc.org/chemical-probes/TP-238;;;Protein targets: CECR2, BPTF
DDR-TRK-1;DDR1;www.thesgc.org/chemical-probes/DDR-TRK-1;;;Protein targets: DDR1, DDR2, NTRK1, NTRK2, NTRK3
DDR-TRK-1;DDR2;www.thesgc.org/chemical-probes/DDR-TRK-1;;;Protein targets: DDR1, DDR2, NTRK1, NTRK2, NTRK3
DDR-TRK-1;NTRK1;www.thesgc.org/chemical-probes/DDR-TRK-1;;;Protein targets: DDR1, DDR2, NTRK1, NTRK2, NTRK3
DDR-TRK-1;NTRK2;www.thesgc.org/chemical-probes/DDR-TRK-1;;;Protein targets: DDR1, DDR2, NTRK1, NTRK2, NTRK3
DDR-TRK-1;NTRK3;www.thesgc.org/chemical-probes/DDR-TRK-1;;;Protein targets: DDR1, DDR2, NTRK1, NTRK2, NTRK3
(R)-PFI-2;SETD7;;www.chemicalprobes.org/R-PFI-2;;none
A-1155463;BCL2L1;;www.chemicalprobes.org/1155463;;none
AC220;FLT3;;www.chemicalprobes.org/AC220;;none
ACY-738;HDAC6;;www.chemicalprobes.org/ACY-738;;none
AM-6761;MDM2;;www.chemicalprobes.org/AM-6761;;none
AMG-18;ERN1;;www.chemicalprobes.org/AMG-18;;none
AMG232;MDM2;;www.chemicalprobes.org/AMG232;;none
AMG900;AURKA;;www.chemicalprobes.org/AMG900;;Protein targets: AURKA, AURKB, AURKC
AMG900;AURKB;;www.chemicalprobes.org/AMG900;;Protein targets: AURKA, AURKB, AURKC
AMG900;AURKC;;www.chemicalprobes.org/AMG900;;Protein targets: AURKA, AURKB, AURKC
AX15836;MAPK7;;www.chemicalprobes.org/AX15836;;none
AZ191;DYRK1B;;www.chemicalprobes.org/AZ191;;none
AZ6102;TNKS;;www.chemicalprobes.org/AZ6102;;Protein targets: TNKS, TNKS2
AZ6102;TNKS2;;www.chemicalprobes.org/AZ6102;;Protein targets: TNKS, TNKS2
AZD1152;AURKB;;www.chemicalprobes.org/AZD1152;;none
AZD2014;MTOR;;www.chemicalprobes.org/AZD2014;;none
BGJ-398;FGFR1;;www.chemicalprobes.org/BGJ-398;;Protein targets: FGFR1, FGFR2, FGFR3, FGFR4
BGJ-398;FGFR2;;www.chemicalprobes.org/BGJ-398;;Protein targets: FGFR1, FGFR2, FGFR3, FGFR4
BGJ-398;FGFR3;;www.chemicalprobes.org/BGJ-398;;Protein targets: FGFR1, FGFR2, FGFR3, FGFR4
BGJ-398;FGFR4;;www.chemicalprobes.org/BGJ-398;;Protein targets: FGFR1, FGFR2, FGFR3, FGFR4
BiBET;BRD4;;www.chemicalprobes.org/BiBET;;Protein targets: BRD4, BRD3, BRD2, BRDT
BiBET;BRD3;;www.chemicalprobes.org/BiBET;;Protein targets: BRD4, BRD3, BRD2, BRDT
BiBET;BRD2;;www.chemicalprobes.org/BiBET;;Protein targets: BRD4, BRD3, BRD2, BRDT
BiBET;BRDT;;www.chemicalprobes.org/BiBET;;Protein targets: BRD4, BRD3, BRD2, BRDT
BIX-02188;MAP2K5;;www.chemicalprobes.org/BIX-02188;;none
BLU9931;FGFR4;;www.chemicalprobes.org/BLU9931;;none
BMS-911543;JAK2;;www.chemicalprobes.org/BMS-911543;;none
BMX-IN-1;BMX;;www.chemicalprobes.org/BMX-IN-1;;none
BYL-719;PIK3CA;;www.chemicalprobes.org/BYL-719;;none
CCT241533;CHEK2;;www.chemicalprobes.org/CCT241533;;none
CCT244747;CHEK1;;www.chemicalprobes.org/CCT244747;;none
CCT251236;PIR;;www.chemicalprobes.org/CCT251236;;none
CCT251545;CDK8;;www.chemicalprobes.org/CCT251545;;Protein targets: CDK8, CDK19
CCT251545;CDK19;;www.chemicalprobes.org/CCT251545;;Protein targets: CDK8, CDK19
CGI1746;BTK;;www.chemicalprobes.org/CGI1746;;none
CH5424802;ALK;;www.chemicalprobes.org/CH5424802;;none
CHIR-99021;GSK3A;;www.chemicalprobes.org/CHIR-99021;;Protein targets: GSK3A, GSK3B
CHIR-99021;GSK3B;;www.chemicalprobes.org/CHIR-99021;;Protein targets: GSK3A, GSK3B
Cotransin;SEC61A1;;www.chemicalprobes.org/Cotransin;;Target: SEC61 complex (SEC61A1, SEC61A2, SEC61B, SEC61G), precise interactions have not been identified
Cotransin;SEC61A2;;www.chemicalprobes.org/Cotransin;;Target: SEC61 complex (SEC61A1, SEC61A2, SEC61B, SEC61G), precise interactions have not been identified
Cotransin;SEC61B;;www.chemicalprobes.org/Cotransin;;Target: SEC61 complex (SEC61A1, SEC61A2, SEC61B, SEC61G), precise interactions have not been identified
Cotransin;SEC61G;;www.chemicalprobes.org/Cotransin;;Target: SEC61 complex (SEC61A1, SEC61A2, SEC61B, SEC61G), precise interactions have not been identified
CP-724714;ERBB2;;www.chemicalprobes.org/CP-724714;;none
CPI-0610;BRD2;;www.chemicalprobes.org/CPI-0610;;Protein targets: BRD2, BRD3, BRD4, BRDT
CPI-0610;BRD3;;www.chemicalprobes.org/CPI-0610;;Protein targets: BRD2, BRD3, BRD4, BRDT
CPI-0610;BRD4;;www.chemicalprobes.org/CPI-0610;;Protein targets: BRD2, BRD3, BRD4, BRDT
CPI-0610;BRDT;;www.chemicalprobes.org/CPI-0610;;Protein targets: BRD2, BRD3, BRD4, BRDT
CPI-169;EZH1;;www.chemicalprobes.org/CPI-169;;Protein targets: EZH1, EZH2
CPI-169;EZH2;;www.chemicalprobes.org/CPI-169;;Protein targets: EZH1, EZH2
CPI-360;EZH2;;www.chemicalprobes.org/CPI-360;;none
E7449;PARP1;;www.chemicalprobes.org/E7449;;Protein targets: PARP1, PARP2, TNKS, TNKS2
E7449;PARP2;;www.chemicalprobes.org/E7449;;Protein targets: PARP1, PARP2, TNKS, TNKS2
E7449;TNKS;;www.chemicalprobes.org/E7449;;Protein targets: PARP1, PARP2, TNKS, TNKS2
E7449;TNKS2;;www.chemicalprobes.org/E7449;;Protein targets: PARP1, PARP2, TNKS, TNKS2
eCF309;MTOR;;www.chemicalprobes.org/eCF309;;none
eCF506;SRC;;www.chemicalprobes.org/eCF506;;none
EED226;EED;;www.chemicalprobes.org/EED226;;none
EI1;EZH2;;www.chemicalprobes.org/EI1;;none
EPZ-5676;DOT1L;;www.chemicalprobes.org/EPZ-5676;;none
EPZ-6438;EZH2;;www.chemicalprobes.org/EPZ-6438;;none
EPZ004777;DOT1L;;www.chemicalprobes.org/EPZ004777;;none
EPZ011989;EZH1;;www.chemicalprobes.org/EPZ011989;;Protein targets: EZH1, EZH2
EPZ011989;EZH2;;www.chemicalprobes.org/EPZ011989;;Protein targets: EZH1, EZH2
EPZ015666;PRMT5;;www.chemicalprobes.org/EPZ015666;;none
Filgotinib;JAK1;;www.chemicalprobes.org/Filgotinib;;none
G-5555;PAK1;;www.chemicalprobes.org/G-5555;;Protein targets: PAK1, PAK2, PAK3
G-5555;PAK2;;www.chemicalprobes.org/G-5555;;Protein targets: PAK1, PAK2, PAK3
G-5555;PAK3;;www.chemicalprobes.org/G-5555;;Protein targets: PAK1, PAK2, PAK3
GDC-0879;BRAF;;www.chemicalprobes.org/GDC-0879;;Protein target: BRAF V600E
GNE7915;LRRK2;;www.chemicalprobes.org/GNE7915;;none
GNF-5;ABL1;;www.chemicalprobes.org/GNF-5;;Protein targets: ABL1, ABL2, BCR-APL fusion protein
GNF-5;ABL2;;www.chemicalprobes.org/GNF-5;;Protein targets: ABL1, ABL2, BCR-APL fusion protein
GSK-J4;KDM6A;;www.chemicalprobes.org/GSK-J4;;Protein targets: KDM6A, KDM6B
GSK-J4;KDM6B;;www.chemicalprobes.org/GSK-J4;;Protein targets: KDM6A, KDM6B
GSK2334470;PDK1;;www.chemicalprobes.org/GSK2334470;;none
GSK481;RIPK1;;www.chemicalprobes.org/GSK481;;none
GSK583;RIPK2;;www.chemicalprobes.org/GSK583;;none
GW3965;NR1H2;;www.chemicalprobes.org/GW3965;;Protein targets: NR1H2, NR1H3
GW3965;NR1H3;;www.chemicalprobes.org/GW3965;;Protein targets: NR1H2, NR1H3
HG-9-91-01;SIK1;;www.chemicalprobes.org/HG-9-91-01;;Protein targets: SIK1, SIK2, SIK3
HG-9-91-01;SIK2;;www.chemicalprobes.org/HG-9-91-01;;Protein targets: SIK1, SIK2, SIK3
HG-9-91-01;SIK3;;www.chemicalprobes.org/HG-9-91-01;;Protein targets: SIK1, SIK2, SIK3
JNK-IN-8;MAPK8;;www.chemicalprobes.org/JNK-IN-8;;Protein targets: MAPK8, MAPK9, MAPK10
JNK-IN-8;MAPK9;;www.chemicalprobes.org/JNK-IN-8;;Protein targets: MAPK8, MAPK9, MAPK10
JNK-IN-8;MAPK10;;www.chemicalprobes.org/JNK-IN-8;;Protein targets: MAPK8, MAPK9, MAPK10
KH-CB19;CLK1;;www.chemicalprobes.org/KH-CB19;;Protein targets: CLK1, CLK4, DYRK1A
KH-CB19;CLK4;;www.chemicalprobes.org/KH-CB19;;Protein targets: CLK1, CLK4, DYRK1A
KH-CB19;DYRK1A;;www.chemicalprobes.org/KH-CB19;;Protein targets: CLK1, CLK4, DYRK1A
KI-696;KEAP1;;www.chemicalprobes.org/KI-696;;none
KZR-504;PSMB9;;www.chemicalprobes.org/KZR-504;;none
Linsitinib;IGF1R;;www.chemicalprobes.org/Linsitinib;;Protein targets: IGF1R, INSR, INSRR
Linsitinib;INSR;;www.chemicalprobes.org/Linsitinib;;Protein targets: IGF1R, INSR, INSRR
Linsitinib;INSRR;;www.chemicalprobes.org/Linsitinib;;Protein targets: IGF1R, INSR, INSRR
MI-77301;MDM2;;www.chemicalprobes.org/MI-77301;;none
MI-888;MDM2;;www.chemicalprobes.org/MI-888;;none
MK-5108;AURKA;;www.chemicalprobes.org/MK-5108;;none
ML323;USP1;;www.chemicalprobes.org/ML323;;Protein targets: USP1, WDR48
ML323;WDR48;;www.chemicalprobes.org/ML323;;Protein targets: USP1, WDR48
MT1;BRD2;;www.chemicalprobes.org/MT1;;Protein targets: BRD2, BRD3, BRD4, BRDT
MT1;BRD3;;www.chemicalprobes.org/MT1;;Protein targets: BRD2, BRD3, BRD4, BRDT
MT1;BRD4;;www.chemicalprobes.org/MT1;;Protein targets: BRD2, BRD3, BRD4, BRDT
MT1;BRDT;;www.chemicalprobes.org/MT1;;Protein targets: BRD2, BRD3, BRD4, BRDT
MZ1;BRD4;;www.chemicalprobes.org/MZ1;;none
Niraparib;PARP1;;www.chemicalprobes.org/Niraparib;;Protein targets: PARP1, PARP2
Niraparib;PARP2;;www.chemicalprobes.org/Niraparib;;Protein targets: PARP1, PARP2
NVP-AEW541;IGF1R;;www.chemicalprobes.org/NVP-AEW541;;none
Olaparib;PARP1;;www.chemicalprobes.org/Olaparib;;Protein targets: PARP1, PARP2
Olaparib;PARP2;;www.chemicalprobes.org/Olaparib;;Protein targets: PARP1, PARP2
P505-15;SYK;;www.chemicalprobes.org/P505-15;;none
PD0332991;CDK4;;www.chemicalprobes.org/PD0332991;;Protein targets: CDK4, CDK6
PD0332991;CDK6;;www.chemicalprobes.org/PD0332991;;Protein targets: CDK4, CDK6
PDD00017273;PARG;;www.chemicalprobes.org/PDD00017273;;none
Pevonedistat;UBA3;;www.chemicalprobes.org/Pevonedistat;;none
PF-3758309;PAK1;;www.chemicalprobes.org/PF-3758309;;Protein targets: PAK1, PAK4, PAK5, PAK6
PF-3758309;PAK4;;www.chemicalprobes.org/PF-3758309;;Protein targets: PAK1, PAK4, PAK5, PAK6
PF-3758309;PAK5;;www.chemicalprobes.org/PF-3758309;;Protein targets: PAK1, PAK4, PAK5, PAK6
PF-3758309;PAK6;;www.chemicalprobes.org/PF-3758309;;Protein targets: PAK1, PAK4, PAK5, PAK6
PF-477736;CHEK1;;www.chemicalprobes.org/PF-477736;;none
PF-CBP1;CREBBP;;www.chemicalprobes.org/PF-CBP1;;none
PF3644022;MAPKAPK2;;www.chemicalprobes.org/PF3644022;;none
Rapamycin;MTOR;;www.chemicalprobes.org/Rapamycin;;none
RG7112;MDM2;;www.chemicalprobes.org/RG7112;;none
RG7388;MDM2;;www.chemicalprobes.org/RG7388;;none
RGFP966;HDAC3;;www.chemicalprobes.org/RGFP966;;none
RO5353;MDM2;;www.chemicalprobes.org/RO5353;;none
Romidepsin;HDAC1;;www.chemicalprobes.org/Romidepsin;;Protein targets: HDAC1, HDAC2, HDAC3, HDAC8
Romidepsin;HDAC2;;www.chemicalprobes.org/Romidepsin;;Protein targets: HDAC1, HDAC2, HDAC3, HDAC8
Romidepsin;HDAC3;;www.chemicalprobes.org/Romidepsin;;Protein targets: HDAC1, HDAC2, HDAC3, HDAC8
Romidepsin;HDAC8;;www.chemicalprobes.org/Romidepsin;;Protein targets: HDAC1, HDAC2, HDAC3, HDAC8
Ruxolitinib;JAK1;;www.chemicalprobes.org/Ruxolitinib;;Protein targets: JAK1, JAK2
Ruxolitinib;JAK2;;www.chemicalprobes.org/Ruxolitinib;;Protein targets: JAK1, JAK2
S63845;MCL1;;www.chemicalprobes.org/S63845;;none
Salvinorin A;OPRK1;;www.chemicalprobes.org/Salvinorin;;none
SCH772984;MAPK1;;www.chemicalprobes.org/SCH772984;;Protein targets: MAPK1, MAPK3
SCH772984;MAPK3;;www.chemicalprobes.org/SCH772984;;Protein targets: MAPK1, MAPK3
Selumetinib;MAP2K1;;www.chemicalprobes.org/Selumetinib;;none
SGX-523;MET;;www.chemicalprobes.org/SGX-523;;none
Skepinone-L;MAPK14;;www.chemicalprobes.org/Skepinone-L;;none
Talazoparib;PARP1;;www.chemicalprobes.org/Talazoparib;;Protein targets: PARP1, PARP2
Talazoparib;PARP2;;www.chemicalprobes.org/Talazoparib;;Protein targets: PARP1, PARP2
Taxol;TUBB;;www.chemicalprobes.org/Taxol;;Target: Beta tubulin, precise interactions have not been identified
Taxol;TUBB1;;www.chemicalprobes.org/Taxol;;Target: Beta tubulin, precise interactions have not been identified
Taxol;TUBB2A;;www.chemicalprobes.org/Taxol;;Target: Beta tubulin, precise interactions have not been identified
Taxol;TUBB2B;;www.chemicalprobes.org/Taxol;;Target: Beta tubulin, precise interactions have not been identified
Taxol;TUBB3;;www.chemicalprobes.org/Taxol;;Target: Beta tubulin, precise interactions have not been identified
Taxol;TUBB4A;;www.chemicalprobes.org/Taxol;;Target: Beta tubulin, precise interactions have not been identified
Taxol;TUBB4B;;www.chemicalprobes.org/Taxol;;Target: Beta tubulin, precise interactions have not been identified
Taxol;TUBB6;;www.chemicalprobes.org/Taxol;;Target: Beta tubulin, precise interactions have not been identified
Taxol;TUBB8;;www.chemicalprobes.org/Taxol;;Target: Beta tubulin, precise interactions have not been identified
THZ1;CDK7;;www.chemicalprobes.org/THZ1;;none
Tofacitinib;JAK1;;www.chemicalprobes.org/Tofacitinib;;Protein targets: JAK1, JAK2, JAK3
Tofacitinib;JAK2;;www.chemicalprobes.org/Tofacitinib;;Protein targets: JAK1, JAK2, JAK3
Tofacitinib;JAK3;;www.chemicalprobes.org/Tofacitinib;;Protein targets: JAK1, JAK2, JAK3
Tubacin;HDAC6;;www.chemicalprobes.org/Tubacin;;none
UNC2025;MERTK;;www.chemicalprobes.org/UNC2025;;Protein targets: MERTK, FLT3
UNC2025;FLT3;;www.chemicalprobes.org/UNC2025;;Protein targets: MERTK, FLT3
Veliparib;PARP1;;www.chemicalprobes.org/Veliparib;;Protein targets: PARP1, PARP2
Veliparib;PARP2;;www.chemicalprobes.org/Veliparib;;Protein targets: PARP1, PARP2
Venetoclax;BCL2;;www.chemicalprobes.org/Venetoclax;;none
VH298;VHL;;www.chemicalprobes.org/VH298;;none
VX-745;MAPK14;;www.chemicalprobes.org/VX-745;;none
WEHI-539;BCL2L1;;www.chemicalprobes.org/WEHI-539;;none
